"","state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation"
"11144","co","1",21,"0","Non-Partisan","European","Democratic & Independent",201000,"Residential",990830,"0"
"11145","oh","0",37,"0","Non-Partisan","Other","Independent",6000,"Apartment",189999,"0"
"11146","in","1",28,"0","Non-Partisan","European","Independent",90000,"Residential",247684,"0"
"11147","nv","0",34,"0","Non-Partisan","European","Independent",NA,"Apartment",NA,"0"
"11148","nj","1",47,"0","Democratic","European","Democratic",170000,"Residential",368763,"1"
"11149","mi","1",26,"1","Non-Partisan","Other","Independent",197000,"Residential",425089,"0"
"11150","ky","0",32,"0","Democratic","European","Democratic",58803,"Residential",197684,"0"
"11151","mi","1",66,"1","Republican","European","Republican",65000,"Residential",62500,"0"
"11152","oh","0",24,"0","Democratic","Likely African-American","Democratic",109000,"Residential",162500,"0"
"11153","il","0",17,"0","Democratic","European","Democratic",95000,"Residential",190624,"0"
"11154","tx","1",26,"1","Democratic","European","Democratic",72000,"Residential",115536,"0"
"11155","pa","1",52,"0","Republican","Hispanic and Portuguese","Republican",24000,"Apartment",86249,"0"
"11156","ny","1",65,"0","Democratic","","Democratic",38000,"Apartment",230397,"0"
"11157","ny","0",46,"0","Democratic","Hispanic and Portuguese","Democratic",147000,"Duplex",524245,"0"
"11158","wi","1",NA,"1","Republican","European","Republican",47000,"Apartment",120454,"0"
"11159","wa","0",34,"0","Non-Partisan","European","Independent",99000,"Apartment",375813,"0"
"11160","in","0",42,"1","Democratic","Hispanic and Portuguese","Democratic",104000,"Residential",425000,"0"
"11161","md","1",22,"0","Democratic","Likely African-American","Democratic",119000,"Apartment",305499,"0"
"11162","pa","0",63,"0","Other","Likely African-American","Democratic & Independent",50516,"Residential",135095,"0"
"11163","az","1",34,"0","Non-Partisan","European","Republican & Independent",122000,"Residential",243683,"0"
"11164","mo","1",67,"1","Republican","European","Republican",94457,"Residential",375000,"0"
"11165","sd","1",45,"1","Democratic","","Democratic",43000,"Unknown",180356,"0"
"11166","ky","1",37,"1","Democratic","Likely African-American","Democratic",27720,"Residential",111496,"0"
"11167","fl","1",55,"0","Democratic","Hispanic and Portuguese","Independent",62000,"Unknown",138666,"0"
"11168","fl","1",49,"1","Non-Partisan","Hispanic and Portuguese","Independent",95000,"Residential",108928,"1"
"11169","ny","1",78,"0","Democratic","European","Democratic & Independent",107000,"Residential",290908,"1"
"11170","co","1",73,"1","Republican","European","Republican",NA,"Apartment",NA,"0"
"11171","ga","1",31,"0","Republican","European","Republican",89079,"Residential",282431,"0"
"11172","tn","1",58,"0","Republican","European","Republican",99000,"Residential",76624,"0"
"11173","ca","1",24,"1","Non-Partisan","European","Republican & Independent",244000,"Residential",1000000,"0"
"11174","nj","1",39,"1","Democratic","","Democratic",242000,"Residential",1233183,"0"
"11175","fl","1",64,"0","Republican","European","Republican",54443,"Unknown",205487,"1"
"11176","mi","1",46,"0","Democratic","European","Democratic",120000,"Residential",187500,"0"
"11177","mi","0",57,"0","Republican","European","Republican",14000,"Residential",111264,"0"
"11178","il","1",37,"0","Non-Partisan","European","Independent",116000,"Apartment",313570,"0"
"11179","ga","1",65,"0","Non-Partisan","Likely African-American","Independent",108800,"Residential",215834,"0"
"11180","fl","1",63,"1","Democratic","European","Democratic & Independent",31826,"Unknown",189673,"0"
"11181","oh","1",39,"0","Non-Partisan","European","Independent",99450,"Apartment",279537,"0"
"11182","co","0",24,"0","Democratic","Hispanic and Portuguese","Democratic",57806,"Apartment",NA,"0"
"11183","or","1",61,"1","Democratic","European","Democratic",144000,"Apartment",532075,"0"
"11184","ga","0",20,"1","Democratic","Likely African-American","Democratic & Republican",84782,"Residential",127082,"0"
"11185","mo","1",39,"0","Republican","European","Republican",189000,"Residential",687448,"0"
"11186","fl","1",78,"1","Non-Partisan","Hispanic and Portuguese","Democratic & Independent",10000,"Residential",132249,"0"
"11187","in","1",29,"1","Democratic","European","Democratic",7000,"Condominium",62500,"1"
"11188","co","1",71,"1","Non-Partisan","European","Democratic & Independent",116874,"Unknown",509771,"0"
"11189","co","1",74,"0","Republican","European","Republican",237000,"Residential",1065361,"1"
"11190","oh","1",77,"0","Republican","European","Republican",250000,"Residential",359216,"1"
"11191","nc","1",35,"0","Republican","European","Republican",119964,"Residential",134374,"1"
"11192","fl","1",53,"1","Non-Partisan","European","Independent",34000,"Residential",648972,"0"
"11193","fl","1",65,"1","Republican","European","Republican",NA,"Apartment",NA,"0"
"11194","il","1",48,"1","Non-Partisan","","Independent",162777,"Residential",238164,"0"
"11195","fl","1",95,"0","Democratic","European","Democratic",43000,"Residential",215555,"0"
"11196","mo","1",65,"1","Democratic","European","Democratic",80000,"Residential",347985,"1"
"11197","tx","1",64,"0","Democratic","Hispanic and Portuguese","Democratic",54000,"Residential",137388,"0"
"11198","ca","0",44,"0","Non-Partisan","European","Democratic & Independent",250000,"Residential",1028667,"0"
"11199","ga","1",30,"1","Democratic","European","Democratic",118181,"Residential",273799,"0"
"11200","pa","1",58,"0","Non-Partisan","Hispanic and Portuguese","Independent",26000,"Residential",277406,"0"
"11201","fl","0",41,"1","Non-Partisan","European","Independent",121687,"Apartment",332291,"0"
"11202","fl","1",37,"0","Republican","European","Republican & Independent",64000,"Residential",76203,"0"
"11203","ny","1",78,"0","Democratic","Hispanic and Portuguese","Democratic",106000,"Apartment",NA,"0"
"11204","ca","1",49,"0","Non-Partisan","Other","Democratic & Independent",78000,"Apartment",325000,"1"
"11205","ca","1",46,"0","Republican","European","Republican",119000,"Residential",399034,"0"
"11206","al","1",57,"0","Republican","European","Republican",20000,"Unknown",150290,"1"
"11207","ca","1",47,"0","Republican","European","Democratic & Republican",116000,"Apartment",773708,"0"
"11208","ca","1",44,"1","Democratic","","Democratic",37367,"Apartment",511019,"1"
"11209","ny","1",68,"1","Democratic","European","Democratic",132000,"Triplex",324881,"1"
"11210","tx","1",61,"0","Republican","European","Republican",110903,"Residential",279488,"1"
"11211","wi","1",47,"0","Democratic","European","Democratic",196000,"Residential",783407,"0"
"11212","tx","1",49,"1","Democratic","European","Democratic",131779,"Residential",394038,"1"
"11213","nc","1",56,"1","Democratic","European","Democratic",49000,"Residential",209100,"1"
"11214","az","1",62,"0","Republican","European","Republican",62000,"Unknown",233949,"0"
"11215","tx","1",55,"1","Democratic","European","Democratic",26289,"Apartment",95356,"1"
"11216","mo","1",28,"0","Republican","European","Republican",103000,"Residential",162500,"0"
"11217","tx","0",19,"0","Democratic","European","Democratic",73000,"Unknown",137500,"0"
"11218","tx","1",71,"1","Democratic","Hispanic and Portuguese","Democratic",38000,"Apartment",87500,"1"
"11219","mn","1",42,"1","Non-Partisan","Hispanic and Portuguese","Independent",33000,"Unknown",103288,"0"
"11220","wa","0",61,"0","Non-Partisan","European","Independent",134000,"Unknown",153628,"0"
"11221","ny","1",43,"1","Conservative","European","Independent",39000,"Residential",237500,"0"
"11222","ky","1",88,"1","Democratic","European","Democratic",NA,"Unknown",62500,"0"
"11223","ms","1",88,"1","Non-Partisan","","Independent",33999,"Duplex",251343,"1"
"11224","ca","1",65,"1","Democratic","Hispanic and Portuguese","Democratic",52902,"Mobil Home",265279,"0"
"11225","fl","0",30,"0","Non-Partisan","European","Democratic & Independent",43749,"Apartment",88096,"0"
"11226","co","1",46,"0","Non-Partisan","","Independent",47000,"Apartment",358311,"0"
"11227","ky","1",62,"0","Democratic","European","Democratic",54166,"Apartment",252627,"0"
"11228","ca","0",22,"0","Non-Partisan","East and South Asian","Democratic & Independent",91359,"Unknown",253845,"0"
"11229","ia","0",56,"0","Republican","European","Republican",109000,"Residential",188689,"0"
"11230","tx","1",53,"0","Republican","European","Republican",78192,"Residential",621826,"0"
"11231","co","1",67,"1","Democratic","European","Democratic",47000,"Apartment",349814,"0"
"11232","oh","1",45,"1","Democratic","East and South Asian","Democratic",140000,"Unknown",262500,"1"
"11233","wa","1",29,"1","Democratic","European","Democratic",199721,"Residential",827557,"0"
"11234","tn","1",56,"1","Republican","European","Democratic & Republican",56000,"Unknown",328570,"0"
"11235","ca","1",61,"1","Republican","Other","Republican & Independent",132000,"Residential",794281,"0"
"11236","tn","1",76,"0","Democratic","","Democratic",74000,"Residential",298517,"1"
"11237","fl","1",44,"1","Democratic","Likely African-American","Democratic & Independent",79000,"Residential",147958,"0"
"11238","ca","1",61,"0","Democratic","European","Democratic & Independent",72000,"Residential",891986,"0"
"11239","pa","1",90,"0","Republican","European","Republican",115856,"Apartment",157999,"0"
"11240","mo","0",36,"0","Democratic","European","Democratic",108213,"Residential",160661,"0"
"11241","tn","1",70,"1","Non-Partisan","European","Democratic & Independent",13000,"Duplex",153303,"1"
"11242","fl","1",66,"0","Republican","European","Republican",85274,"Residential",212500,"1"
"11243","ga","0",56,"1","Democratic","European","Democratic",93749,"Apartment",165178,"0"
"11244","oh","1",39,"0","Constitutional","European","Independent",59843,"Apartment",112500,"0"
"11245","al","1",62,"1","Republican","","Republican",76537,"Residential",135476,"0"
"11246","md","1",65,"0","Democratic","Likely African-American","Democratic",93000,"Unknown",202999,"1"
"11247","mn","0",29,"1","Non-Partisan","European","Independent",94000,"Residential",295488,"0"
"11248","fl","1",22,"1","Democratic","Likely African-American","Democratic",134000,"Apartment",384090,"0"
"11249","wa","1",70,"0","Republican","European","Republican",118000,"Residential",492509,"0"
"11250","pa","1",65,"0","Libertarian","European","Republican & Independent",72000,"Residential",122972,"1"
"11251","ca","1",37,"1","Democratic","East and South Asian","Democratic",128332,"Residential",662192,"0"
"11252","nc","0",30,"1","Democratic","European","Democratic & Independent",89705,"Apartment",156441,"0"
"11253","nm","1",36,"1","Democratic","Hispanic and Portuguese","Democratic",NA,"Apartment",NA,"0"
"11254","az","0",39,"1","Democratic","Hispanic and Portuguese","Democratic & Independent",22000,"Unknown",NA,"1"
"11255","tx","0",28,"0","Non-Partisan","","Independent",114000,"Residential",186045,"0"
"11256","az","1",37,"0","Non-Partisan","European","Republican & Independent",68000,"Residential",227082,"0"
"11257","or","1",40,"1","Democratic","European","Democratic",111317,"Apartment",430340,"0"
"11258","pa","1",65,"1","Republican","European","Republican",43374,"Residential",293334,"1"
"11259","ok","1",62,"1","Republican","European","Republican",71000,"Residential",60881,"0"
"11260","il","1",69,"1","Democratic","European","Democratic & Independent",145000,"Residential",241722,"1"
"11261","pa","0",20,"0","Democratic","European","Democratic",250000,"Residential",482691,"0"
"11262","il","1",73,"0","Republican","European","Democratic & Republican",144242,"Residential",216175,"1"
"11263","nv","1",53,"0","Democratic","","Democratic",134000,"Apartment",624989,"0"
"11264","or","0",70,"0","Non-Partisan","European","Independent",142000,"Residential",253424,"0"
"11265","ca","0",19,"0","Democratic","Hispanic and Portuguese","Democratic & Independent",64542,"Apartment",698673,"0"
"11266","ga","1",33,"1","Republican","European","Republican & Independent",145000,"Residential",87500,"0"
"11267","mi","0",48,"1","Democratic","European","Democratic",124000,"Duplex",371167,"1"
"11268","ca","1",46,"1","Democratic","European","Democratic",42000,"Apartment",587324,"0"
"11269","sc","0",66,"0","Democratic","Likely African-American","Democratic",45000,"Residential",93845,"0"
"11270","ga","1",43,"0","Democratic","Likely African-American","Democratic",53000,"Residential",296076,"0"
"11271","mi","1",44,"1","Republican","European","Republican",74000,"Residential",210908,"0"
"11272","nc","1",19,"1","Republican","European","Republican & Independent",59000,"Residential",244185,"0"
"11273","al","1",39,"1","Democratic","Likely African-American","Democratic",73000,"Residential",305196,"0"
"11274","fl","0",56,"1","Democratic","European","Democratic",NA,"Residential",NA,"0"
"11275","nj","1",77,"1","Democratic","European","Democratic",65131,"Apartment",195793,"1"
"11276","wa","0",43,"1","Democratic","European","Democratic",74761,"Residential",373205,"0"
"11277","ky","1",45,"1","Democratic","European","Democratic",NA,"Apartment",NA,"0"
"11278","ma","1",59,"1","Non-Partisan","European","Independent",120000,"Residential",655881,"0"
"11279","mi","1",61,"0","Republican","European","Democratic & Republican",133870,"Residential",487878,"0"
"11280","nc","1",63,"0","Democratic","European","Democratic",95000,"Residential",62500,"0"
"11281","fl","1",48,"0","Republican","Hispanic and Portuguese","Republican",87499,"Residential",242062,"0"
"11282","ar","0",36,"1","Democratic","Likely African-American","Democratic",11000,"Apartment",94573,"0"
"11283","tx","1",41,"1","Non-Partisan","European","Independent",65000,"Apartment",136497,"0"
"11284","nc","1",64,"1","Democratic","European","Democratic",68000,"Condominium",253564,"1"
"11285","oh","1",59,"0","Democratic","European","Democratic",129000,"Residential",261462,"0"
"11286","al","0",61,"1","Republican","European","Republican",43749,"Residential",81142,"1"
"11287","ma","1",80,"1","Democratic","European","Democratic & Republican",89000,"Apartment",571996,"0"
"11288","sc","1",35,"0","Republican","European","Republican",131000,"Residential",456666,"0"
"11289","mo","1",65,"1","Republican","European","Republican",26000,"Residential",118749,"0"
